HotelReviews,Labels,review_without_stopwords
"my stay at the affinia last weekend was ideal and i can't wait to return. i was in town for a brief personal trip and wanted to have a clean, lovely room near the shopping downtown. affinia fit the bill. the location was perfect, just one block from the magnificent mile. the decor was modern and sleek, and my room was impeccably clean. they even have a pillow menu! the price was pretty reasonable, too. i'll definitely be back.
",deceptive,"stay affinia last weekend ideal can't wait return. town brief personal trip wanted clean, lovely room near shopping downtown. affinia fit bill. location perfect, one block magnificent mile. decor modern sleek, room impeccably clean. even pillow menu! price pretty reasonable, too. i'll definitely back."
"we stayed for two nights for a meeting. it is an upscale chain hotel and was very clean. the service was very good, as the hotel front desk employees were kind and knowledgeable. the rooms are decent sized and have soft mattresses. the restaurant has good seafood, but was a bit expensive. we would come back again. 
",deceptive,"stayed two nights meeting. upscale chain hotel clean. service good, hotel front desk employees kind knowledgeable. rooms decent sized soft mattresses. restaurant good seafood, bit expensive. would come back again."
"the hard rock hotel in chicago has it all: location, comfort, and rockability! we stayed at the hard rock hotel in chicago recently and found it to be amazing! the location was perfect as it is walking distance to the magnificent mile, navy pier, and lake michigan. it was just a short ride by bus or cab to the sports stadiums, shedd aquarium or the museum of science and industry! the food, although it was pricey, was great! there is a spa on site if you need a little time to relax and recoup after all that rockin', and if you have pets, they get the royal treatment, complete with gifts! i would highly recommend the hard rock hotel of chicago! 
",deceptive,"hard rock hotel chicago all: location, comfort, rockability! stayed hard rock hotel chicago recently found amazing! location perfect walking distance magnificent mile, navy pier, lake michigan. short ride bus cab sports stadiums, shedd aquarium museum science industry! food, although pricey, great! spa site need little time relax recoup rockin', pets, get royal treatment, complete gifts! would highly recommend hard rock hotel chicago!"
"the atmosphere at the talbott hotel is very welcoming when you first walk in. the employees are friendly and will greet you when you first arrive. the hotel seems to be luxurious, even from the lobby, and right away, i was very excited for my stay! i stayed in a double queen room with my friend. the room is spacious enough, and beds are very comfortable. i didn't try the room service, but they do have a fitness club close by with a spa, which is very convenient. i also love how the room has individual climate controls! very neat! also handy that there is an ihome in the room. i'm usually stuck using just a regular alarm clock radio at other hotels. i will most likely stay in this hotel another time. it was a wonderful experience!
",deceptive,"atmosphere talbott hotel welcoming first walk in. employees friendly greet first arrive. hotel seems luxurious, even lobby, right away, excited stay! stayed double queen room friend. room spacious enough, beds comfortable. try room service, fitness club close spa, convenient. also love room individual climate controls! neat! also handy ihome room. i'm usually stuck using regular alarm clock radio hotels. likely stay hotel another time. wonderful experience!"
"i was visiting relatives in chicago and wanted to stay in a hotel that emphasized luxury and was also environmentally friendly, and the talbott seemed to fit the bill. i also couldn't help but notice all the positive reviews online. i figured i couldn't go wrong and i am happy to report the positive reviews are true. first of all check in was a breeze. i love their online reservation system. it was easy to use and the information presented was quick and accurate. once i arrived in chicago i was greeted by tim at the door and i immediately felt like wanted and liked. the receptionist was very polite and when she heard i was visiting chicago for the first time, she upgraded my deluxe king to an executive king. score! the room was just as advertised, luxurious and convenient. it was also exceptionally clean and this is very important to me because i am paranoid of germs and bed bugs. most importantly though, i got a good night's sleeep because the bed and pillows were super soft, but firm enough to help support my back. i also used the equinox fitness club and, wow, what a club. this is another great amenity of the talbott and easily beats other hotels skimpy workout centers. my check-out was quick, easy, and painless. this hotel gets my highest recommendation. the facilities are immaculate and modern with the recent upgrade, the staff is ultra-friendly and competent, and the location was perfect for my needs. 
",deceptive,"visiting relatives chicago wanted stay hotel emphasized luxury also environmentally friendly, talbott seemed fit bill. also help notice positive reviews online. figured go wrong happy report positive reviews true. first check breeze. love online reservation system. easy use information presented quick accurate. arrived chicago greeted tim door immediately felt like wanted liked. receptionist polite heard visiting chicago first time, upgraded deluxe king executive king. score! room advertised, luxurious convenient. also exceptionally clean important paranoid germs bed bugs. importantly though, got good night's sleeep bed pillows super soft, firm enough help support back. also used equinox fitness club and, wow, club. another great amenity talbott easily beats hotels skimpy workout centers. check-out quick, easy, painless. hotel gets highest recommendation. facilities immaculate modern recent upgrade, staff ultra-friendly competent, location perfect needs."
"when i first booked my reservation at this hotel, honestly, i didn't know what to expect. i mean, i'm kind of a music person, but this was my first real experience with a musically ""themed"" hotel. upon staying here, however, i am convinced that i made the right choice in my stay. the dining accommodations were excellent, and i was served probably some of the best food i've ever eaten at a hotel. it was intelligently placed in downtown chicago, and i wouldn't have to walk too far to see some street performers, or just take in the majesty of the city itself. the room i had booked had an excellent view of the skyline, and i could've easily sat for hours, just marveling at the city sprawled out before me. the whole ""hard rock"" and musical aspect of the hotel was just the icing on the cake of my stay. if i had to stay here again, i would! 
",deceptive,"first booked reservation hotel, honestly, know expect. mean, i'm kind music person, first real experience musically ""themed"" hotel. upon staying here, however, convinced made right choice stay. dining accommodations excellent, served probably best food i've ever eaten hotel. intelligently placed downtown chicago, walk far see street performers, take majesty city itself. room booked excellent view skyline, could've easily sat hours, marveling city sprawled me. whole ""hard rock"" musical aspect hotel icing cake stay. stay again, would!"
"we recently completed our first visit to chicago and were pleasantly surprised by the affinia chicago hotel where we stayed. the hotel has gone to great lengths to offer extra services to their guests, including individual pillow choices, complimentary kits with items designed to enhance the city visit,and fine dining in two on-site restaurants, one of them roof-top with amazing city views. i would recommend this hotel to anyone visiting chicago.
",deceptive,"recently completed first visit chicago pleasantly surprised affinia chicago hotel stayed. hotel gone great lengths offer extra services guests, including individual pillow choices, complimentary kits items designed enhance city visit,and fine dining two on-site restaurants, one roof-top amazing city views. would recommend hotel anyone visiting chicago."
"this hotel is fantastic. i stayed there on my way through chicago towards arizona, and could not believe the great quality of the hotel. i'd have thought i was in a vegas suite. really polite staff, great housekeeping, and amazing prices. on my way out, i was telling the manager about how much i'd loved the hotel, and he even offered me an extra night there! you can safely say that my trip was delayed roughly 24 hours.
",deceptive,"hotel fantastic. stayed way chicago towards arizona, could believe great quality hotel. i'd thought vegas suite. really polite staff, great housekeeping, amazing prices. way out, telling manager much i'd loved hotel, even offered extra night there! safely say trip delayed roughly 24 hours."
"-review of the hard rock hotel- i find that the hard rock hotel, located in chicago, has extrodinary scenary. the hotel is extremely clean with shining furniture and the rooms are breathtaking. hungry? visit this hotel for yourself to see what excellence they provide at the dinner tables. the hotel also host events such as ballet, fun in the bar and a dj to name a few. this hotel is definitely worth your while. i will most definitely visit again. book your reservation as soon as possible and don't forget your camera!
",deceptive,"-review hard rock hotel- find hard rock hotel, located chicago, extrodinary scenary. hotel extremely clean shining furniture rooms breathtaking. hungry? visit hotel see excellence provide dinner tables. hotel also host events ballet, fun bar dj name few. hotel definitely worth while. definitely visit again. book reservation soon possible forget camera!"
"i enjoyed my stay at the talbott hotel. it is on the more expensive side, but it is all worth it. i got the talbott tradition package, which was $245 for two people and included a $30 breakfast credit on check out day. the rooms are huge! the beds are soft and comfortable. they include aveda bath products, which is a plus in my book. they also have a nice fitness area & pool you can use while you stay there. one thing i thought was really cool is that you can forward your messages from your hotel room phone to your cell phone. my boyfriend also liked the ihome audio system. the location of this hotel is very convenient as well, its close to several great restaurants and blocks from the coast. but, what i like best about this hotel is that they make an honest effort to not negatively impact the environment more than they need to. they were one of the first hotels to be green sealed. overall i had a great stay at talbott hotel!
",deceptive,"enjoyed stay talbott hotel. expensive side, worth it. got talbott tradition package, $245 two people included $30 breakfast credit check day. rooms huge! beds soft comfortable. include aveda bath products, plus book. also nice fitness area & pool use stay there. one thing thought really cool forward messages hotel room phone cell phone. boyfriend also liked ihome audio system. location hotel convenient well, close several great restaurants blocks coast. but, like best hotel make honest effort negatively impact environment need to. one first hotels green sealed. overall great stay talbott hotel!"
"pleasant staff and housekeeping. above average breakfast. the rooms were clean and the staff made sure we had fresh linnens. it was bedbug free!! i would definitely stay there again.
",deceptive,pleasant staff housekeeping. average breakfast. rooms clean staff made sure fresh linnens. bedbug free!! would definitely stay again.
"i traveled to chicago recently with my giant german shepard dog rex and picked the hard rock hotel for the perfect location and because a close friend had warmly recommended their pet friendliness. the service truly is incredible. they even had a web-cam so i could check in on rex while i was out for dinner in the evening and a friendly staff member took him for a walk when i could not make it home from a meeting the day after. the rooms really rock (pardon the pun). nothing like the cheap plastic laminated stained carpet decor so common in other places that allow pets. the easy chair looked so good that i was almost afraid rex would snack on it while i was out, but he seemed to like the guitar chew-toy that came with the pet package better. i would definitely recommend the hard rock hotel to my friends - whether they travel with or without pets. 
",deceptive,"traveled chicago recently giant german shepard dog rex picked hard rock hotel perfect location close friend warmly recommended pet friendliness. service truly incredible. even web-cam could check rex dinner evening friendly staff member took walk could make home meeting day after. rooms really rock (pardon pun). nothing like cheap plastic laminated stained carpet decor common places allow pets. easy chair looked good almost afraid rex would snack out, seemed like guitar chew-toy came pet package better. would definitely recommend hard rock hotel friends - whether travel without pets."
"the affinia chicago is a wonderful place to stay, my husband and i stayed there for a week to visit some family and had an amazing time. the rooms were very well organized and comfortable, the staff there are very friendly, and the food there is more then amazing. we are defiantly going back next year.
",deceptive,"affinia chicago wonderful place stay, husband stayed week visit family amazing time. rooms well organized comfortable, staff friendly, food amazing. defiantly going back next year."
"the affinia hotel in chicago was superb. the room service was exemplary and the food, i don't even know were to start. the chef obviously knew what he was doing, i especially loved the seafood, my personal favorite was the shrimp. aside from this, i loved how beautiful the hotel was. it is definetly a bargain for the price, for that price you would probably get a good 3 star hotel but, i felt as if i was in a $10,000 a night 5 star hotel in the europe. great bang for your buck. would recommend it to anybody looking to relax at a great hotel with great amenities in a great city. my friends actually went their a while back because of me. they loved it! i know you will too.
",deceptive,"affinia hotel chicago superb. room service exemplary food, even know start. chef obviously knew doing, especially loved seafood, personal favorite shrimp. aside this, loved beautiful hotel was. definetly bargain price, price would probably get good 3 star hotel but, felt $10,000 night 5 star hotel europe. great bang buck. would recommend anybody looking relax great hotel great amenities great city. friends actually went back me. loved it! know too."
"set up an important meeting for some clients at the hard rock hotel chicago. they were flying to chicago for a special trip to checkout the music scene and to discuss business with my company. naturally, they wanted to stay here. the client really seemed to like their rooms, but felt the paul reed smith room was too cramped for our day-long meeting (330 sq ft.). in a panic, i contacted the hrh staff and they actually had another, bigger, room available. we quickly moved our meeting in the birdland room for the rest of the day and the meeting was a rousing success. (birdland room is 660 sq ft.) we have a new client and so does hrh. this is where the client wants to stay every time they fly in for future business meetings with us.
",deceptive,"set important meeting clients hard rock hotel chicago. flying chicago special trip checkout music scene discuss business company. naturally, wanted stay here. client really seemed like rooms, felt paul reed smith room cramped day-long meeting (330 sq ft.). panic, contacted hrh staff actually another, bigger, room available. quickly moved meeting birdland room rest day meeting rousing success. (birdland room 660 sq ft.) new client hrh. client wants stay every time fly future business meetings us."
"the rates at the talbott hotel were cheaper than i had expected, and that was my reason for booking a room. i had been prepared for service and a room similar to what i had experienced in the past, and i was quite pleased when i did stay. the room was neat and clean, and the halls were quiet at night. the traffic noise was muffled to the point where it was no problem sleeping either. i did ask one question at the service desk and they answered it nicely, which is good because normally hotel workers can be a bit snippy, especially at night. overall i had no problems with the talbott hotel and i would stay at this here again if i were in the area a second time.
",deceptive,"rates talbott hotel cheaper expected, reason booking room. prepared service room similar experienced past, quite pleased stay. room neat clean, halls quiet night. traffic noise muffled point problem sleeping either. ask one question service desk answered nicely, good normally hotel workers bit snippy, especially night. overall problems talbott hotel would stay area second time."
"at first my husband and i were really excited for our family to enjoy the t-rex experience package. we figured it would be a great deal package even though the hotel itself felt too ""ritzy"" for us to travel with our four children. but after two nights of downtown chicago fun we realized that the talbott transcends it's ritzy look and truly embraces a family friendliness which we thoroughly enjoyed.
",deceptive,"first husband really excited family enjoy t-rex experience package. figured would great deal package even though hotel felt ""ritzy"" us travel four children. two nights downtown chicago fun realized talbott transcends ritzy look truly embraces family friendliness thoroughly enjoyed."
"while making the obligatory trip to the chicago area to visit family, we decided to make it fun for the teenage members of our group and reserved a couple of rooms at the hard rock hotel chicago. what a great decision! the rooms are very upscale at a reasonable price with great amenities. and, according the younger members of the family, ""very cool""! we can't wait to come back.
",deceptive,"making obligatory trip chicago area visit family, decided make fun teenage members group reserved couple rooms hard rock hotel chicago. great decision! rooms upscale reasonable price great amenities. and, according younger members family, ""very cool""! can't wait come back."
"although much too overpriced in my opinion, the hotel is spotless. the staff was very courteous. and the spa service ? was a god send ! in a relatively flexible location for traveling for sight seeing so i didnt spend major bucks trying to get around the city ! love it ! going back for my anniversary
",deceptive,"although much overpriced opinion, hotel spotless. staff courteous. spa service ? god send ! relatively flexible location traveling sight seeing didnt spend major bucks trying get around city ! love ! going back anniversary"
"the intercontinental chicago is conveniently located near midway airport so the commute was short and easy. the room had a great view of a lake. room service was available 24 hours a day and the room came with a coffeemaker where you got complimentary coffee and tea which was great i did not have to go out for my morning cup of coffee. there was a business center that had internet, fax machines, and copy machines that was available for use 24 hours a day. one of my favorite things was the fitness center which had masseurs, it was exactly what i needed, very relaxing. the food at the eno was some of the best i ever ate especially the chocolate, i never wanted to leave. this was a great hotel experience and i would stay there again.
",deceptive,"intercontinental chicago conveniently located near midway airport commute short easy. room great view lake. room service available 24 hours day room came coffeemaker got complimentary coffee tea great go morning cup coffee. business center internet, fax machines, copy machines available use 24 hours day. one favorite things fitness center masseurs, exactly needed, relaxing. food eno best ever ate especially chocolate, never wanted leave. great hotel experience would stay again."
"my husband and i visited this hotel on our way home from our honeymoon. it's a very nice hotel, but the valet parking is very expensive, $53.00 per night was rather high so we opted to park our own car. the pool was very nice, and the water was warm. the front desk was very nice and helpful, if i ever visited chicago again i would stay there.
",deceptive,"husband visited hotel way home honeymoon. nice hotel, valet parking expensive, $53.00 per night rather high opted park car. pool nice, water warm. front desk nice helpful, ever visited chicago would stay there."
"very beautiful hotel. the historic features of this hotel make it absolutely amazing. this hotel offers many great guest accommodations of which i enjoyed the spacious, tidy rooms. the staff here are very friendly, helpful, and professional. the concierge went out of her way to make sure we knew about the area and not just what was in the hotel. i especially enjoyed the service at the lockwood restaurant here. our server was excellent and the food was delicious! i must say this hotel exceeded my expectations. all in all, my stay was awesome!
",deceptive,"beautiful hotel. historic features hotel make absolutely amazing. hotel offers many great guest accommodations enjoyed spacious, tidy rooms. staff friendly, helpful, professional. concierge went way make sure knew area hotel. especially enjoyed service lockwood restaurant here. server excellent food delicious! must say hotel exceeded expectations. all, stay awesome!"
"at the intercontinental chicago, you pay for more than a room. you pay for an experience. let me elaborate. i was a bit reluctant to pay a premium for location and amenities. like any novice traveller to chicago, i saw the mass glut of cheap accommodations out in the suburbs, and those were originally what i set my sights on. price is a powerful signal, and the sheer discount of those options drew me in. but after doing a bit of research, i realised that distance does have its costs. the price of transit in the chicagoland area isn't free. and it's far from what i'm used to. car use is price prohibitive. (i knew that originally, which is why i wasn't going to drive.) but the sting of using the automobile (parking, congestion, toll roads, etc.) gets shoved off onto taxi fares and auto rental. so, i ultimately had to end up looking for a place well connected with mass transit. but mass transit has its costs too, which meant that staying at a focal point downtown had its advantages. that's what originally drew me to intercontinental. but intercontinental is much more than the right room at the right place. the decor of the rooms and the amenities available to the guest are unsurpassable. i was travelling on international business, so the ease with which i could transact in foreign currency was a draw. (they had a currency exchange right there on the premises.) and the fact that massages, dry cleaning, and event planning were available in-house was a huge plus. my work gets me tied up in knots. it also leaves little time for doing chores. so the ability to grab a massage while my suits were being finished was a relief for me. but, on top of all that, the event planning was what put intercontinental over the top. being able to coordinate a comprehensive tour of chicago while completing my business and managing my personal life was a weight off my shoulders--and something i won't forget. in the end, if you're a newcomer to chicago staying in a time-crunch, the intercontinental is for you. the pricetag of rooming downtown can seem prohibitive, but when you factor in the convenience and savings in marginal costs, it's nothing in the end. and the intercontinental is not only price-competitive with the other downtown options, it also makes staying downtown the convenience and thrill it should be.
",deceptive,"intercontinental chicago, pay room. pay experience. let elaborate. bit reluctant pay premium location amenities. like novice traveller chicago, saw mass glut cheap accommodations suburbs, originally set sights on. price powerful signal, sheer discount options drew in. bit research, realised distance costs. price transit chicagoland area free. far i'm used to. car use price prohibitive. (i knew originally, going drive.) sting using automobile (parking, congestion, toll roads, etc.) gets shoved onto taxi fares auto rental. so, ultimately end looking place well connected mass transit. mass transit costs too, meant staying focal point downtown advantages. that's originally drew intercontinental. intercontinental much right room right place. decor rooms amenities available guest unsurpassable. travelling international business, ease could transact foreign currency draw. (they currency exchange right premises.) fact massages, dry cleaning, event planning available in-house huge plus. work gets tied knots. also leaves little time chores. ability grab massage suits finished relief me. but, top that, event planning put intercontinental top. able coordinate comprehensive tour chicago completing business managing personal life weight shoulders--and something forget. end, newcomer chicago staying time-crunch, intercontinental you. pricetag rooming downtown seem prohibitive, factor convenience savings marginal costs, nothing end. intercontinental price-competitive downtown options, also makes staying downtown convenience thrill be."
"last month, my husband and i stayed at the intercontinental chicago while we were in town for imts. although they were very busy, the service was excellent and very professional. the staff were always smiling and happy to help. intercontinental was conveniently located near michigan avenue, and the best stores and restaurants in town. the view from our room was great! our room was always clean when we arrived home at night, it was decorated nicely, and the beds were extremely comfortable! we ate at the hotel's restaurant zest, and the food was great! it was by far one of the best hotels we have visited in a while. we will definitely be back!
",deceptive,"last month, husband stayed intercontinental chicago town imts. although busy, service excellent professional. staff always smiling happy help. intercontinental conveniently located near michigan avenue, best stores restaurants town. view room great! room always clean arrived home night, decorated nicely, beds extremely comfortable! ate hotel's restaurant zest, food great! far one best hotels visited while. definitely back!"
"the palmer house hilton hotel has it all for the business and leisure traveler out there! i stayed at this hotel on business and all i can say is wow!!! one of the main things that i liked about the hotel was the indoor pool! i loved being able to go swimming even though it was december and 5 degrees outside! also, the hotel does offer wireless in the room and this really came in handy for me to keep up with my work after my meetings. i dined at lockwood restaurant and bar and the food was amazing for a hotel! one thing that was a minor negative is that pets are allowed and my original room was next door to a barking dog, but the hotel staff was fantastic as switched up my room so i didn't have to deal with that! all in all, this hotel was fantastic and i look forward to the next time i get to stay here!
",deceptive,"palmer house hilton hotel business leisure traveler there! stayed hotel business say wow!!! one main things liked hotel indoor pool! loved able go swimming even though december 5 degrees outside! also, hotel offer wireless room really came handy keep work meetings. dined lockwood restaurant bar food amazing hotel! one thing minor negative pets allowed original room next door barking dog, hotel staff fantastic switched room deal that! all, hotel fantastic look forward next time get stay here!"
"the intercontinental hotel is truly a hidden treasure. nestled deep in sky scraping steel epicenter of downtown chicago, the hotel is a taste of both modern day luxury and old time charm. from the tiled indoor pool surrounded by high romanesque arching ceilings to the rich mahogany furniture and lace curtains in the suites, the intercontinental was built to satisfy the taste of even the most hardened traveler. book well in advance as it is one of the most sought after retreats in all of chicago.
",deceptive,"intercontinental hotel truly hidden treasure. nestled deep sky scraping steel epicenter downtown chicago, hotel taste modern day luxury old time charm. tiled indoor pool surrounded high romanesque arching ceilings rich mahogany furniture lace curtains suites, intercontinental built satisfy taste even hardened traveler. book well advance one sought retreats chicago."
"the inter continental is a great hotel. the staff was very friendly, and the accomidations were great. the room was clean and ready on time, and the indoor swimming pool was perfect considering chicago's weather. eno was simply amazing. their wine selection is second to none. and the turkey pumpkin curry at zest was to die for.
",deceptive,"inter continental great hotel. staff friendly, accomidations great. room clean ready time, indoor swimming pool perfect considering chicago's weather. eno simply amazing. wine selection second none. turkey pumpkin curry zest die for."
"the palmer house hilton in chicago is by far the best experience i have ever had away from home. from the moment you walk into the elegantly appointed lobby, you will never want to leave. the multiple ballrooms, board rooms and private dining rooms make this the perfect site for weddings or business events. if you're looking for leisure activities, there are two bars, the lockwood wine cellar, and an indoor pool. the staff is professional, friendly and helpful. room service is excellent, and the hotel is conveniently placed to several major attractions in the city. 
",deceptive,"palmer house hilton chicago far best experience ever away home. moment walk elegantly appointed lobby, never want leave. multiple ballrooms, board rooms private dining rooms make perfect site weddings business events. looking leisure activities, two bars, lockwood wine cellar, indoor pool. staff professional, friendly helpful. room service excellent, hotel conveniently placed several major attractions city."
"this is a review of a first class hotel the intercontinental chicago. it's located on chicago's famous magnificent mile near restaurants, shopping, entertainment, and historic landmarks. the service at the hotel is first class and the accommodations are unbeatable. the hotel also features really fabulous amenities including a nice indoor swimming pool, fine dining, a 24 hour business center, and valet parking. this is a extra ordinary luxury hotel that will make your stay in chicago a joy. they offer a number of options on the rate and have a selection of package deals available. visit their website for a photo gallery and a virtual tour. 
",deceptive,"review first class hotel intercontinental chicago. located chicago's famous magnificent mile near restaurants, shopping, entertainment, historic landmarks. service hotel first class accommodations unbeatable. hotel also features really fabulous amenities including nice indoor swimming pool, fine dining, 24 hour business center, valet parking. extra ordinary luxury hotel make stay chicago joy. offer number options rate selection package deals available. visit website photo gallery virtual tour."
"i am so glad i decided to stay at the intercontinental chicago for my first trip to the city. the staff is very attentive, i felt like i was the only person they had to take care of! the location is great, right on the magnificent mile and so close to major attractions. my suite was well appointed and very clean. i even looked behind some furniture for dust and couldn't find any. the hotel is very luxurious. the sheets and towels were very soft and the bed very comfortable. the next time i travel to chicago, i will definitely stay at the intercontinental again.
",deceptive,"glad decided stay intercontinental chicago first trip city. staff attentive, felt like person take care of! location great, right magnificent mile close major attractions. suite well appointed clean. even looked behind furniture dust find any. hotel luxurious. sheets towels soft bed comfortable. next time travel chicago, definitely stay intercontinental again."
"the palmer house hilton hotel takes luxury to a whole new level of existence. the rooms are beautifully decorated, with class and superior quality furniture. the hotels restaurant ""lockwood"" consist's of delicious french and italian cuisine. the location is in the prime area to downtown, and shopping areas. this hotel is suited for pristine guests, and those who are not willing to settle for less. if you're looking for not just any stay, but a stay in luxury, you should give the palmer house hilton a try. it is one of the best of the best in chicago, and your stay will be one to remember.
",deceptive,"palmer house hilton hotel takes luxury whole new level existence. rooms beautifully decorated, class superior quality furniture. hotels restaurant ""lockwood"" consist's delicious french italian cuisine. location prime area downtown, shopping areas. hotel suited pristine guests, willing settle less. looking stay, stay luxury, give palmer house hilton try. one best best chicago, stay one remember."
"amalifa hotel in chicago was an extremely pleasant and exciting hotel experience. i was taken away by the design and decor of the building and the exceptional customer service. i will definitely be returning for another stay!
",deceptive,amalifa hotel chicago extremely pleasant exciting hotel experience. taken away design decor building exceptional customer service. definitely returning another stay!
"for top class treatment choose hotel allegro. in all of my years of buisness travel and vacationing, i have never been more happy with the service at a hotel than i was at hotel allegro. i searched many hotel websites looking for the perfect hotel to spend our honeymoon, and hotel allegro seemed like the right choice. soon as i walked into to their elaborate lobby area, it was like i was a big shot on wallstreet, the service was excellent and the best part, they allow animals. they treated my little dog johnny like he was royalty. they have everything you could ever need in a hotel, from in room spa service to a workout center. they even made sure that i had all of my drinks and amentites ready for the monday night bears game. if i were to give have to rate it from a 1 - 10. id have to give it a 10 many times over. i highly recommend hotel allegro in chicago illinois and i will be back again.
",deceptive,"top class treatment choose hotel allegro. years buisness travel vacationing, never happy service hotel hotel allegro. searched many hotel websites looking perfect hotel spend honeymoon, hotel allegro seemed like right choice. soon walked elaborate lobby area, like big shot wallstreet, service excellent best part, allow animals. treated little dog johnny like royalty. everything could ever need hotel, room spa service workout center. even made sure drinks amentites ready monday night bears game. give rate 1 - 10. id give 10 many times over. highly recommend hotel allegro chicago illinois back again."
"i was visiting chicago for a christening with my fiance. i was impressed with this hotel from the moment i checked in. the lobby was exceptionally modern with color and furnishings. front desk staff was pleasant and helpful, especially susan, who quickly suggested and reserved a table for us at keefer's steakhouse for a late dinner. the room itself was fabulous. extremely comfortable king sized bed, dual head shower, breathtakingly beautiful views of the city, i couldn't ask for more. after a great nights sleep we awoke to a great free breakfast right outside our room! next we enjoyed a couple's massage and i was treated to a facial as my fiance took a short run through the city. after a day full of shopping we retired to our room and ordered room service that was on time and delicious. unfortunately we checked out the next day, because i could have stayed there forever. i fully recommend the amalfi hotel chicago for everyone interested in a superior stay. it is truly a beautiful and well appointed hotel.
",deceptive,"visiting chicago christening fiance. impressed hotel moment checked in. lobby exceptionally modern color furnishings. front desk staff pleasant helpful, especially susan, quickly suggested reserved table us keefer's steakhouse late dinner. room fabulous. extremely comfortable king sized bed, dual head shower, breathtakingly beautiful views city, ask more. great nights sleep awoke great free breakfast right outside room! next enjoyed couple's massage treated facial fiance took short run city. day full shopping retired room ordered room service time delicious. unfortunately checked next day, could stayed forever. fully recommend amalfi hotel chicago everyone interested superior stay. truly beautiful well appointed hotel."
"recently i traveled to chicago for business. i was treated to a stay at the intercontinental chicago by my employer. it truly says something about your company when they are willing to go the extra mile to make time away from family and friends as comfortable and as relaxing as possible for you. i was greeted by a series of smiling faces that were employed at the hotel and all were eager to help. i checked in at the amazingly lavish lobby and was escorted by hotel staff who assisted me with my bags up to my room. my room was dripping with taste. the stylish room was only made more accommodating by the amenities it offered. with a mini-bar, large flat-screen television, and an entire home office setup, i barely had to leave the room. why would i want to with the amazing views of the lake and entire city. what an amazing experience i had and i will gladly come back.
",deceptive,"recently traveled chicago business. treated stay intercontinental chicago employer. truly says something company willing go extra mile make time away family friends comfortable relaxing possible you. greeted series smiling faces employed hotel eager help. checked amazingly lavish lobby escorted hotel staff assisted bags room. room dripping taste. stylish room made accommodating amenities offered. mini-bar, large flat-screen television, entire home office setup, barely leave room. would want amazing views lake entire city. amazing experience gladly come back."
"the palmer house hilton is an incredible break from the real world. the lobby is a throwback to the grand era of travel, and you can just imagine people stepping off the train with their steamer trunks. the lobby is luxe and gilded, with soaring ceilings and is staffed with friendly, accommodating employees. the rooms are plush, with each bed furnished with a serenity dreams topper for extra comfort. the room decor is modern and sleek, a world from the tacky furnishings in most hotels. for your convenience, there's a fully-stocked business center, pool, fitness room and workout area - something to accommodate the solo, business or family traveller. 
",deceptive,"palmer house hilton incredible break real world. lobby throwback grand era travel, imagine people stepping train steamer trunks. lobby luxe gilded, soaring ceilings staffed friendly, accommodating employees. rooms plush, bed furnished serenity dreams topper extra comfort. room decor modern sleek, world tacky furnishings hotels. convenience, there's fully-stocked business center, pool, fitness room workout area - something accommodate solo, business family traveller."
"we really enjoyed our stay at the palmer house hilton. we were in chicago for a weekend stay, and wanted something close to state street, and convenient to the theatre district and the museums, and michigan ave. shopping. this is a grand old hotel, with just about every amenity one could wish for. the lobby is fabulous, and the hotel also has some nice restaurants . our room had a nice king sized bed, and was pretty cozy. hotel employees were very nice and helpful to us. i would definitely recommend this hotel if you want a ""grand hotel"" type experience at a reasonable price for the many amenities and in a very convenient spot in downtown chicago. you will definitely feel special.
",deceptive,"really enjoyed stay palmer house hilton. chicago weekend stay, wanted something close state street, convenient theatre district museums, michigan ave. shopping. grand old hotel, every amenity one could wish for. lobby fabulous, hotel also nice restaurants . room nice king sized bed, pretty cozy. hotel employees nice helpful us. would definitely recommend hotel want ""grand hotel"" type experience reasonable price many amenities convenient spot downtown chicago. definitely feel special."
"my wife and me stayed in the amalfi hotel chicago last august in a weekend visit to chicago. the hotel is located in the 20 w kinzie st, in the well-known river north district. we got what the hotel promised: gentle staff, a luxury room with a breathtaking view, magnificent meals and a select wine. i also used its well-equipped gymnasium. we paid $586 with taxes for two nights. i think it was a good price, taking in account the excellent conditions we got there. i would recommend the amalfi hotel to anybody with good taste that visits chicago.
",deceptive,"wife stayed amalfi hotel chicago last august weekend visit chicago. hotel located 20 w kinzie st, well-known river north district. got hotel promised: gentle staff, luxury room breathtaking view, magnificent meals select wine. also used well-equipped gymnasium. paid $586 taxes two nights. think good price, taking account excellent conditions got there. would recommend amalfi hotel anybody good taste visits chicago."
"very beautiful hotel with a wonderful view. the dinning selection is one of the best i have seen in chicago. i have stayed many places downtown chicago and nothing matches this. i am a single mother with two children and the concept of having a day care facility on site is just not great for me but for my children as well. the shopping area has great selections right outside of the doors. the biggest thing that i have to say is that the customer service was great with everything that i needed. i give the hotel a 5 out of 5.
",deceptive,beautiful hotel wonderful view. dinning selection one best seen chicago. stayed many places downtown chicago nothing matches this. single mother two children concept day care facility site great children well. shopping area great selections right outside doors. biggest thing say customer service great everything needed. give hotel 5 5.
